"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"MG","31","3150539","Pingo-d'Água","4.789","79.448","38.714.996","Administração, defesa, educação e saúde públicas e seguridade social","5441","4869"
"MG","31","3150570","Pintópolis","7.540","748.324","56.760.378","Administração, defesa, educação e saúde públicas e seguridade social","4464","4358"
"MG","31","3150604","Piracema","6.570","1.602.843","105.242.673","Demais serviços","2591","3400"
"MG","31","3150703","Pirajuba","5.534","533.669","308.994.357","Indústrias de transformação","5004","1734"
"MG","31","3150802","Piranga","17.864","892.423","159.904.298","Administração, defesa, educação e saúde públicas e seguridade social","3916","2727"
"MG","31","3150901","Piranguçu","5.475","964.642","53.190.374","Administração, defesa, educação e saúde públicas e seguridade social","3707","4434"
"MG","31","3151008","Piranguinho","8.505","1.182.355","101.647.072","Administração, defesa, educação e saúde públicas e seguridade social","3222","3460"
"MG","31","3151107","Pirapetinga","10.818","5.413.696","588.793.628","Indústrias de transformação","228","1083"
"MG","31","3151206","Pirapora","56.229","323.917","1.836.803.632","Demais serviços","5091","421"
"MG","31","3151305","Piraúba","11.101","1.483.067","164.323.829","Demais serviços","2768","2688"
"MG","31","3151404","Pitangui","27.273","1.832.676","50.776.108","Demais serviços","2275","4492"
"MG","31","3151503","Piumhi","34.075","2.510.294","866.679.092","Demais serviços","1456","795"
"MG","31","3151602","Planura","11.509","4.141.412","488.520.961","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","501","1240"
"MG","31","3151701","Poço Fundo","16.775","1.533.567","259.218.911","Demais serviços","2685","1972"
"MG","31","3151800","Poços de Caldas","163.677","3.832.941","6.365.939.962","Demais serviços","599","144"
"MG","31","3151909","Pocrane","8.940","1.153.192","10.195.372","Administração, defesa, educação e saúde públicas e seguridade social","3279","5356"
"MG","31","3152006","Pompéu","31.178","2.331.866","737.149.495","Demais serviços","1648","900"
"MG","31","3152105","Ponte Nova","60.005","2.733.095","1.649.723.737","Demais serviços","1235","464"
"MG","31","3152131","Ponto Chique","4.212","897.693","38.232.733","Administração, defesa, educação e saúde públicas e seguridade social","3895","4884"
"MG","31","3152170","Ponto dos Volantes","12.016","671.639","81.523.548","Administração, defesa, educação e saúde públicas e seguridade social","4755","3818"
"MG","31","3152204","Porteirinha","38.720","866.301","335.613.501","Administração, defesa, educação e saúde públicas e seguridade social","4012","1612"
"MG","31","3152303","Porto Firme","11.107","805.919","90.625.581","Administração, defesa, educação e saúde públicas e seguridade social","4224","3645"
"MG","31","3152402","Poté","16.502","826.975","137.616.882","Administração, defesa, educação e saúde públicas e seguridade social","4154","2980"
"MG","31","3152501","Pouso Alegre","143.846","5.021.191","7.388.029.457","Demais serviços","291","133"
"MG","31","3152600","Pouso Alto","6.236","3.569.037","220.744.963","Pecuária, inclusive apoio à pecuária","713","2198"
"MG","31","3152709","Prados","8.919","1.686.134","152.106.138","Demais serviços","2458","2809"
"MG","31","3152808","Prata","27.469","3.341.316","928.752.152","Demais serviços","835","743"
"MG","31","3152907","Pratápolis","8.930","1.554.446","138.190.224","Demais serviços","2662","2970"
"MG","31","3153004","Pratinha","3.515","2.642.945","94.326.722","Agricultura, inclusive apoio à agricultura e a pós colheita","1329","3577"
"MG","31","3153103","Presidente Bernardes","5.594","845.005","46.999.174","Administração, defesa, educação e saúde públicas e seguridade social","4094","4636"
"MG","31","3153202","Presidente Juscelino","3.875","1.110.591","42.502.318","Administração, defesa, educação e saúde públicas e seguridade social","3356","4761"
"MG","31","3153301","Presidente Kubitschek","3.056","903.631","2.766.014","Administração, defesa, educação e saúde públicas e seguridade social","3880","5532"
"MG","31","3153400","Presidente Olegário","19.469","2.317.025","454.113.759","Agricultura, inclusive apoio à agricultura e a pós colheita","1667","1307"
"MG","31","3153608","Prudente de Morais","10.388","1.366.438","144.528.151","Administração, defesa, educação e saúde públicas e seguridade social","2942","2897"
"MG","31","3153707","Quartel Geral","3.516","1.423.274","50.625.839","Administração, defesa, educação e saúde públicas e seguridade social","2854","4494"
"MG","31","3153806","Queluzito","1.947","1.489.104","29.156.659","Administração, defesa, educação e saúde públicas e seguridade social","2752","5100"
"MG","31","3153905","Raposos","16.230","1.818.113","297.988.734","Indústrias extrativas","2295","1787"
"MG","31","3154002","Raul Soares","24.394","1.200.183","292.460.642","Demais serviços","3189","1810"
"MG","31","3154101","Recreio","10.667","920.145","9.842.793","Administração, defesa, educação e saúde públicas e seguridade social","3820","5368"
"MG","31","3154150","Reduto","7.023","1.300.933","92.587.435","Demais serviços","3043","3612"
"MG","31","3154200","Resende Costa","11.478","1.339.086","15.491.889","Demais serviços","2995","5290"
"MG","31","3154309","Resplendor","17.675","1.252.582","221.894.965","Demais serviços","3114","2191"
"MG","31","3154408","Ressaquinha","4.834","3.531.755","171.678.621","Indústrias de transformação","733","2617"
"MG","31","3154457","Riachinho","8.274","1.094.052","90.696.932","Administração, defesa, educação e saúde públicas e seguridade social","3397","3643"
"MG","31","3154507","Riacho dos Machados","9.658","212.787","205.807.583","Indústrias extrativas","5192","2312"
"MG","31","3154606","Ribeirão das Neves","322.659","1.172.314","3.855.401.227","Administração, defesa, educação e saúde públicas e seguridade social","3241","221"
"MG","31","3154705","Ribeirão Vermelho","4.026","2.112.514","85.725.824","Demais serviços","1912","3733"
"MG","31","3154804","Rio Acima","9.924","1.300.357","131.635.158","Administração, defesa, educação e saúde públicas e seguridade social","3044","3055"
"MG","31","3154903","Rio Casca","14.247","1.297.265","183.303.478","Demais serviços","3054","2505"
"MG","31","3155108","Rio do Prado","5.316","751.697","39.854.968","Administração, defesa, educação e saúde públicas e seguridade social","4447","4836"
"MG","31","3155009","Rio Doce","2.600","1.371.688","35.979.372","Administração, defesa, educação e saúde públicas e seguridade social","2931","4938"
"MG","31","3155207","Rio Espera","5.929","801.476","46.685.982","Administração, defesa, educação e saúde públicas e seguridade social","4241","4642"
"MG","31","3155306","Rio Manso","5.684","140.035","80.856.195","Administração, defesa, educação e saúde públicas e seguridade social","5304","3833"
"MG","31","3155405","Rio Novo","9.050","1.222.014","111.007.771","Demais serviços","3165","3318"
"MG","31","3155504","Rio Paranaíba","12.398","4.010.528","499.792.002","Agricultura, inclusive apoio à agricultura e a pós colheita","542","1219"
"MG","31","3155603","Rio Pardo de Minas","30.732","838.215","259.980.641","Administração, defesa, educação e saúde públicas e seguridade social","4119","1964"
"MG","31","3155702","Rio Piracicaba","14.602","349.353","510.893.803","Indústrias extrativas","5075","1196"
"MG","31","3155801","Rio Pomba","17.939","1.663.744","300.488.804","Demais serviços","2500","1766"
"MG","31","3155900","Rio Preto","5.517","994.231","55.120.148","Administração, defesa, educação e saúde públicas e seguridade social","3635","4389"
"MG","31","3156007","Rio Vermelho","13.597","838.446","112.796.132","Administração, defesa, educação e saúde públicas e seguridade social","4118","3294"
"MG","31","3156106","Ritápolis","4.891","1.429.908","69.121.756","Administração, defesa, educação e saúde públicas e seguridade social","2841","4065"
"MG","31","3156205","Rochedo de Minas","2.263","1.126.461","25.829.759","Administração, defesa, educação e saúde públicas e seguridade social","3321","5160"
"MG","31","3156304","Rodeiro","7.653","5.215.301","409.766.188","Indústrias de transformação","253","1410"
"MG","31","3156403","Romaria","3.657","3.753.663","136.783.488","Agricultura, inclusive apoio à agricultura e a pós colheita","636","2996"
"MG","31","3156452","Rosário da Limeira","4.525","1.042.598","47.750.999","Administração, defesa, educação e saúde públicas e seguridade social","3529","4607"
"MG","31","3156502","Rubelita","7.093","833.069","56.557.033","Administração, defesa, educação e saúde públicas e seguridade social","4133","4364"
"MG","31","3156601","Rubim","10.330","822.343","85.334.574","Administração, defesa, educação e saúde públicas e seguridade social","4166","3742"
"MG","31","3156700","Sabará","134.382","1.856.294","2.523.965.668","Demais serviços","2249","332"
"MG","31","3156809","Sabinópolis","15.987","1.143.539","182.234.359","Administração, defesa, educação e saúde públicas e seguridade social","3290","2523"
"MG","31","3156908","Sacramento","25.630","5.903.098","1.534.687.292","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","172","504"
"MG","31","3157005","Salinas","41.301","1.328.563","553.718.381","Demais serviços","3006","1125"
"MG","31","3157104","Salto da Divisa","7.107","1.370.005","97.640.289","Administração, defesa, educação e saúde públicas e seguridade social","2934","3523"
"MG","31","3157203","Santa Bárbara","30.169","2.495.846","765.975.097","Indústrias extrativas","1475","878"
"MG","31","3157252","Santa Bárbara do Leste","8.107","970.087","79.353.102","Administração, defesa, educação e saúde públicas e seguridade social","3693","3864"
"MG","31","3157278","Santa Bárbara do Monte Verde","3.037","1.251.372","38.742.479","Administração, defesa, educação e saúde públicas e seguridade social","3116","4868"
"MG","31","3157302","Santa Bárbara do Tugúrio","4.617","1.220.225","56.008.316","Administração, defesa, educação e saúde públicas e seguridade social","3166","4374"
"MG","31","3157336","Santa Cruz de Minas","8.429","1.034.827","88.446.643","Demais serviços","3547","3681"
"MG","31","3157377","Santa Cruz de Salinas","4.383","865.946","37.556.061","Administração, defesa, educação e saúde públicas e seguridade social","4015","4901"
"MG","31","3157401","Santa Cruz do Escalvado","5.003","982.343","48.724.208","Administração, defesa, educação e saúde públicas e seguridade social","3667","4564"
"MG","31","3157500","Santa Efigênia de Minas","4.622","871.277","39.965.478","Administração, defesa, educação e saúde públicas e seguridade social","3991","4831"
"MG","31","3157609","Santa Fé de Minas","4.009","950.473","37.876.343","Administração, defesa, educação e saúde públicas e seguridade social","3747","4891"
"MG","31","3157658","Santa Helena de Minas","6.362","693.124","44.429.248","Administração, defesa, educação e saúde públicas e seguridade social","4681","4702"
"MG","31","3157708","Santa Juliana","12.939","4.787.143","640.519.787","Indústrias de transformação","331","1016"
"MG","31","3157807","Santa Luzia","216.254","1.729.187","3.785.137.867","Demais serviços","2401","227"
"MG","31","3157906","Santa Margarida","15.982","1.681.582","27.196.233","Agricultura, inclusive apoio à agricultura e a pós colheita","2472","5134"
"MG","31","3158003","Santa Maria de Itabira","10.964","1.502.824","165.415.827","Demais serviços","2734","2680"
"MG","31","3158102","Santa Maria do Salto","5.393","745.496","40.115.118","Administração, defesa, educação e saúde públicas e seguridade social","4474","4825"
